long,lat,order,piece,linkid,group,citycode
8.6466533,49.8886271,2,1,274,274.1,darmstadt
8.6462751,49.8885718,3,1,274,274.1,darmstadt
8.6460082,49.8885303,4,1,274,274.1,darmstadt
8.645905,49.888513,5,1,274,274.1,darmstadt
8.6455536,49.8884742,6,1,274,274.1,darmstadt
8.6481929,49.8888682,1,1,275,275.1,darmstadt
8.647863,49.8888319,2,1,275,275.1,darmstadt
8.6473131,49.8887368,3,1,275,275.1,darmstadt
8.6469537,49.888691,4,1,275,275.1,darmstadt
8.6466265,49.8886763,5,1,275,275.1,darmstadt
8.6464146,49.8886478,6,1,275,275.1,darmstadt
8.6459143,49.8885778,7,1,275,275.1,darmstadt
8.6455549,49.8885338,8,1,275,275.1,darmstadt
8.6467525,49.8886798,1,1,276,276.1,darmstadt
8.6466815,49.8886807,2,1,276,276.1,darmstadt
8.6464213,49.8886738,3,1,276,276.1,darmstadt
8.6459841,49.8886159,4,1,276,276.1,darmstadt
8.6458392,49.888596,5,1,276,276.1,darmstadt
8.6455563,49.8885623,6,1,276,276.1,darmstadt
8.6330035,49.8883636,1,1,277,277.1,darmstadt
8.6331162,49.8886349,2,1,277,277.1,darmstadt
8.6332235,49.8887818,3,1,277,277.1,darmstadt
8.6334729,49.8890444,4,1,277,277.1,darmstadt
8.6337063,49.8892432,5,1,277,277.1,darmstadt
8.6340496,49.8894384,6,1,277,277.1,darmstadt
8.6344787,49.8895991,7,1,277,277.1,darmstadt
8.6348489,49.8896596,8,1,277,277.1,darmstadt
8.6351788,49.8896959,9,1,277,277.1,darmstadt
8.6368766,49.8897719,10,1,277,277.1,darmstadt
8.6383545,49.8898376,11,1,277,277.1,darmstadt
8.6406532,49.8899275,12,1,277,277.1,darmstadt
8.6418843,49.8899776,13,1,277,277.1,darmstadt
8.6427534,49.8900156,14,1,277,277.1,darmstadt
8.6432925,49.8900173,15,1,277,277.1,darmstadt
8.6437216,49.8899707,16,1,277,277.1,darmstadt
8.6440703,49.8898946,17,1,277,277.1,darmstadt
8.6443037,49.8898082,18,1,277,277.1,darmstadt
8.6445585,49.8896838,19,1,277,277.1,darmstadt
8.6447623,49.8895438,20,1,277,277.1,darmstadt
8.6449206,49.8894004,21,1,277,277.1,darmstadt
8.6450627,49.8892518,22,1,277,277.1,darmstadt
8.6451781,49.8890721,23,1,277,277.1,darmstadt
8.6452371,49.8889096,24,1,277,277.1,darmstadt
8.6452693,49.8888129,25,1,277,277.1,darmstadt
8.6452827,49.8886418,26,1,277,277.1,darmstadt
8.6330491,49.8883515,1,1,278,278.1,darmstadt
8.6331403,49.8885519,2,1,278,278.1,darmstadt
8.6332476,49.8887455,3,1,278,278.1,darmstadt
8.6334676,49.888977,4,1,278,278.1,darmstadt
8.633709,49.8892051,5,1,278,278.1,darmstadt
8.6340094,49.8893814,6,1,278,278.1,darmstadt
8.6343098,49.8895093,7,1,278,278.1,darmstadt
8.6346424,49.8895957,8,1,278,278.1,darmstadt
8.6351198,49.8896648,9,1,278,278.1,darmstadt
8.6358386,49.8896994,10,1,278,278.1,darmstadt
8.6371797,49.8897547,11,1,278,278.1,darmstadt
8.638081,49.8897961,12,1,278,278.1,darmstadt
8.6411601,49.8899205,13,1,278,278.1,darmstadt
8.6424851,49.8899828,14,1,278,278.1,darmstadt
8.6432415,49.8899862,15,1,278,278.1,darmstadt
8.6436117,49.8899551,16,1,278,278.1,darmstadt
8.643955,49.8898929,17,1,278,278.1,darmstadt
8.6442822,49.8897719,18,1,278,278.1,darmstadt
8.6445612,49.8896371,19,1,278,278.1,darmstadt
8.6448026,49.8894471,20,1,278,278.1,darmstadt
8.6450118,49.8892328,21,1,278,278.1,darmstadt
8.6451513,49.8890185,22,1,278,278.1,darmstadt
8.6452049,49.8888008,23,1,278,278.1,darmstadt
8.6452156,49.8886487,24,1,278,278.1,darmstadt
8.6453363,49.888564,1,1,279,279.1,darmstadt
8.6453497,49.8885796,2,1,279,279.1,darmstadt
8.6453122,49.8888008,3,1,279,279.1,darmstadt
8.6452237,49.8890582,4,1,279,279.1,darmstadt
8.6451191,49.8892535,5,1,279,279.1,darmstadt
8.6449072,49.8894764,6,1,279,279.1,darmstadt
8.6446685,49.8896596,7,1,279,279.1,darmstadt
8.6442903,49.8898376,8,1,279,279.1,darmstadt
8.6440462,49.889924,9,1,279,279.1,darmstadt
8.6436036,49.890019,10,1,279,279.1,darmstadt
8.6433327,49.8900432,11,1,279,279.1,darmstadt
8.6417073,49.8900052,12,1,279,279.1,darmstadt
8.6386818,49.8898791,13,1,279,279.1,darmstadt
8.6356187,49.8897495,14,1,279,279.1,darmstadt
8.6350742,49.8897218,15,1,279,279.1,darmstadt
8.6348033,49.8896907,16,1,279,279.1,darmstadt
8.6345404,49.8896406,17,1,279,279.1,darmstadt
8.6342347,49.8895594,18,1,279,279.1,darmstadt
8.6339664,49.8894419,19,1,279,279.1,darmstadt
8.6337224,49.8893036,20,1,279,279.1,darmstadt
8.6334541,49.8890997,21,1,279,279.1,darmstadt
8.6332664,49.8889494,22,1,279,279.1,darmstadt
8.6330277,49.8887075,23,1,279,279.1,darmstadt
8.6329177,49.8885899,24,1,279,279.1,darmstadt
8.6327809,49.8885053,25,1,279,279.1,darmstadt
8.6334756,49.8890807,1,1,280,280.1,darmstadt
8.6333039,49.8889407,2,1,280,280.1,darmstadt
8.6331162,49.8887386,3,1,280,280.1,darmstadt
8.6329767,49.888602,4,1,280,280.1,darmstadt
8.6328802,49.8884759,5,1,280,280.1,darmstadt
8.6328694,49.88845,6,1,280,280.1,darmstadt
8.6331913,49.8887956,1,1,281,281.1,darmstadt
8.6331725,49.8887835,2,1,281,281.1,darmstadt
8.6330813,49.8886539,3,1,281,281.1,darmstadt
8.6329982,49.8885467,4,1,281,281.1,darmstadt
8.6329204,49.8884517,5,1,281,281.1,darmstadt
8.6388212,49.8881752,1,1,282,282.1,darmstadt
8.6396447,49.8881752,2,1,282,282.1,darmstadt
8.6412165,49.8881769,3,1,282,282.1,darmstadt
8.6422276,49.8881856,4,1,282,282.1,darmstadt
8.6426944,49.8881977,5,1,282,282.1,darmstadt
8.642917,49.8882011,6,1,282,282.1,darmstadt
8.6435339,49.8882201,7,1,282,282.1,darmstadt
8.6442232,49.8882702,8,1,282,282.1,darmstadt
8.6446819,49.8883048,9,1,282,282.1,darmstadt
8.6449876,49.8883307,10,1,282,282.1,darmstadt
8.6430162,49.8882184,1,1,283,283.1,darmstadt
8.6435258,49.888253,2,1,283,283.1,darmstadt
8.6442447,49.8882979,3,1,283,283.1,darmstadt
8.6446255,49.8883307,4,1,283,283.1,darmstadt
8.644985,49.8883618,5,1,283,283.1,darmstadt
8.6431611,49.8882426,1,1,284,284.1,darmstadt
8.643609,49.8882893,2,1,284,284.1,darmstadt
8.64444,49.888343,3,1,284,284.1,darmstadt
8.6446711,49.8883618,4,1,284,284.1,darmstadt
8.6449903,49.8883947,5,1,284,284.1,darmstadt
8.6384082,49.8882253,1,1,285,285.1,darmstadt
8.6379629,49.8882132,2,1,285,285.1,darmstadt
8.6375606,49.8881925,3,1,285,285.1,darmstadt
8.6361927,49.8881821,4,1,285,285.1,darmstadt
8.6353853,49.8881787,5,1,285,285.1,darmstadt
8.634814,49.8881942,6,1,285,285.1,darmstadt
8.6341918,49.8882201,7,1,285,285.1,darmstadt
8.633827,49.8882478,8,1,285,285.1,darmstadt
8.6334434,49.8882702,9,1,285,285.1,darmstadt
8.6331457,49.8883048,10,1,285,285.1,darmstadt
8.6343902,49.888227,1,1,286,286.1,darmstadt
8.6342347,49.8882374,2,1,286,286.1,darmstadt
8.6339584,49.8882685,3,1,286,286.1,darmstadt
8.6334193,49.88831,4,1,286,286.1,darmstadt
8.6331591,49.8883394,5,1,286,286.1,darmstadt
8.6326978,49.888348,1,1,287,287.1,darmstadt
8.6326803,49.8883497,2,1,287,287.1,darmstadt
8.632505,49.888378,3,1,287,287.1,darmstadt
8.6322311,49.8884482,4,1,287,287.1,darmstadt
8.6322029,49.8884569,5,1,287,287.1,darmstadt
8.6331376,49.8883065,1,1,288,288.1,darmstadt
8.6327983,49.8883558,2,1,288,288.1,darmstadt
8.6325838,49.8883947,3,1,288,288.1,darmstadt
8.6325154,49.8884102,4,1,288,288.1,darmstadt
8.6323397,49.8884526,5,1,288,288.1,darmstadt
8.6322391,49.8884837,6,1,288,288.1,darmstadt
8.6331685,49.8883359,1,1,289,289.1,darmstadt
8.6328909,49.8883679,2,1,289,289.1,darmstadt
8.6326669,49.8884076,3,1,289,289.1,darmstadt
8.6325341,49.8884344,4,1,289,289.1,darmstadt
8.6323813,49.8884742,5,1,289,289.1,darmstadt
8.6322646,49.888507,6,1,289,289.1,darmstadt
8.6316772,49.8884353,1,1,290,290.1,darmstadt
8.6318381,49.8883601,2,1,290,290.1,darmstadt
8.6320071,49.8883022,3,1,290,290.1,darmstadt
8.6321788,49.8882469,4,1,290,290.1,darmstadt
8.6323102,49.8882158,5,1,290,290.1,darmstadt
8.6324939,49.8881769,6,1,290,290.1,darmstadt
8.6325918,49.8881493,7,1,290,290.1,darmstadt
8.631704,49.8884534,1,1,291,291.1,darmstadt
8.6318395,49.8883999,2,1,291,291.1,darmstadt
8.6319749,49.8883471,3,1,291,291.1,darmstadt
8.6321077,49.8882988,4,1,291,291.1,darmstadt
8.6323021,49.888253,5,1,291,291.1,darmstadt
8.6324403,49.8882219,6,1,291,291.1,darmstadt
8.6325824,49.8881838,7,1,291,291.1,darmstadt
8.6326173,49.8881743,8,1,291,291.1,darmstadt
8.6317201,49.8884828,1,1,292,292.1,darmstadt
8.6319749,49.8883808,2,1,292,292.1,darmstadt
8.6321144,49.8883359,3,1,292,292.1,darmstadt
8.632282,49.8882901,4,1,292,292.1,darmstadt
8.6324523,49.8882521,5,1,292,292.1,darmstadt
8.6325744,49.8882279,6,1,292,292.1,darmstadt
8.6326468,49.8882149,7,1,292,292.1,darmstadt
8.6317576,49.8885027,1,1,293,293.1,darmstadt
8.6319467,49.8884232,2,1,293,293.1,darmstadt
8.6320983,49.888367,3,1,293,293.1,darmstadt
8.6323652,49.8883031,4,1,293,293.1,darmstadt
8.6325006,49.8882711,5,1,293,293.1,darmstadt
8.6326548,49.88824,6,1,293,293.1,darmstadt
8.6317644,49.8885372,1,1,294,294.1,darmstadt
8.6317872,49.8885243,2,1,294,294.1,darmstadt
8.6319427,49.888456,3,1,294,294.1,darmstadt
8.6321251,49.8883929,4,1,294,294.1,darmstadt
8.6323035,49.888348,5,1,294,294.1,darmstadt
8.6324671,49.8883005,6,1,294,294.1,darmstadt
8.6326294,49.8882737,7,1,294,294.1,darmstadt
8.6326696,49.8882702,8,1,294,294.1,darmstadt
8.631881,49.8884845,1,1,295,295.1,darmstadt
8.6320446,49.88845,2,1,295,295.1,darmstadt
8.6323223,49.8883713,3,1,295,295.1,darmstadt
8.6324671,49.8883376,4,1,295,295.1,darmstadt
8.6325891,49.8883091,5,1,295,295.1,darmstadt
8.6326844,49.8882988,6,1,295,295.1,darmstadt
8.6312681,49.8888155,1,1,296,296.1,darmstadt
8.6313848,49.8887325,2,1,296,296.1,darmstadt
8.6315364,49.8886504,3,1,296,296.1,darmstadt
8.6316396,49.8885943,4,1,296,296.1,darmstadt
8.6317644,49.8885372,5,1,296,296.1,darmstadt
8.6310482,49.8889537,1,1,297,297.1,darmstadt
8.6311863,49.8888327,2,1,297,297.1,darmstadt
8.6313352,49.8887256,3,1,297,297.1,darmstadt
8.6314908,49.8886349,4,1,297,297.1,darmstadt
8.6316061,49.8885701,5,1,297,297.1,darmstadt
8.6317416,49.888507,6,1,297,297.1,darmstadt
8.6309624,49.888914,1,1,298,298.1,darmstadt
8.6310643,49.8887913,2,1,298,298.1,darmstadt
8.6312078,49.8886815,3,1,298,298.1,darmstadt
8.631421,49.8885562,4,1,298,298.1,darmstadt
8.6316007,49.8884647,5,1,298,298.1,darmstadt
8.6316758,49.8884275,6,1,298,298.1,darmstadt
8.6308618,49.8890392,1,1,299,299.1,darmstadt
8.6308725,49.8890271,2,1,299,299.1,darmstadt
8.6309624,49.8889546,3,1,299,299.1,darmstadt
8.6310549,49.8888431,4,1,299,299.1,darmstadt
8.6311568,49.888774,5,1,299,299.1,darmstadt
8.6312909,49.8886755,6,1,299,299.1,darmstadt
8.6314465,49.8885813,7,1,299,299.1,darmstadt
8.6315739,49.8885139,8,1,299,299.1,darmstadt
8.631704,49.8884534,9,1,299,299.1,darmstadt
8.6317362,49.8877389,1,1,300,300.1,darmstadt
8.6317831,49.887941,2,1,300,300.1,darmstadt
8.6318354,49.8880862,3,1,300,300.1,darmstadt
8.6318663,49.8881847,4,1,300,300.1,darmstadt
8.6317281,49.8875876,1,1,301,301.1,darmstadt
8.6317737,49.887763,2,1,301,301.1,darmstadt
8.6318542,49.8879886,3,1,301,301.1,darmstadt
8.6318797,49.8880706,4,1,301,301.1,darmstadt
8.6319119,49.8881761,5,1,301,301.1,darmstadt
8.6720994,49.8518006,1,1,302,302.1,darmstadt
8.6720847,49.8517971,2,1,302,302.1,darmstadt
8.6717078,49.8518499,3,1,302,302.1,darmstadt
8.6714195,49.8519286,4,1,302,302.1,darmstadt
8.6711821,49.8520263,5,1,302,302.1,darmstadt
8.671107,49.8520669,6,1,302,302.1,darmstadt
8.6710225,49.8521231,7,1,302,302.1,darmstadt
8.6709219,49.852207,8,1,302,302.1,darmstadt
8.6708468,49.8522848,9,1,302,302.1,darmstadt
8.6702299,49.8533,1,1,303,303.1,darmstadt
8.6702809,49.8531893,2,1,303,303.1,darmstadt
8.6704552,49.8529264,3,1,303,303.1,darmstadt
8.6705786,49.8527345,4,1,303,303.1,darmstadt
8.6706671,49.8525615,5,1,303,303.1,darmstadt
8.6653885,49.8655526,1,1,304,304.1,darmstadt
8.6652517,49.8657825,2,1,304,304.1,darmstadt
8.6650854,49.8660142,3,1,304,304.1,darmstadt
8.6643988,49.8668942,1,1,305,305.1,darmstadt
8.6644122,49.8668752,2,1,305,305.1,darmstadt
8.6646697,49.8665,3,1,305,305.1,darmstadt
8.6648574,49.8662303,4,1,305,305.1,darmstadt
8.6645865,49.8668942,1,1,306,306.1,darmstadt
8.6645021,49.8670697,2,1,306,306.1,darmstadt
8.6644202,49.8672045,3,1,306,306.1,darmstadt
8.6643384,49.867329,4,1,306,306.1,darmstadt
8.664262,49.8674016,5,1,306,306.1,darmstadt
8.664266,49.8674794,6,1,306,306.1,darmstadt
8.6643089,49.8675338,7,1,306,306.1,darmstadt
8.6644457,49.86759,8,1,306,306.1,darmstadt
8.6645128,49.8675892,9,1,306,306.1,darmstadt
8.6644793,49.8669633,1,1,307,307.1,darmstadt
8.6643519,49.8671552,2,1,307,307.1,darmstadt
8.6642338,49.8673143,3,1,307,307.1,darmstadt
8.6641413,49.8674154,4,1,307,307.1,darmstadt
8.6640944,49.8674621,5,1,307,307.1,darmstadt
8.6651297,49.8676739,1,1,308,308.1,darmstadt
8.6651136,49.8676696,2,1,308,308.1,darmstadt
8.6646549,49.8676402,3,1,308,308.1,darmstadt
8.664384,49.8676194,4,1,308,308.1,darmstadt
8.6642043,49.867603,5,1,308,308.1,darmstadt
8.6641735,49.8676013,6,1,308,308.1,darmstadt
8.66541,49.8677214,1,1,309,309.1,darmstadt
8.6653966,49.8677206,2,1,309,309.1,darmstadt
8.6650452,49.8676929,3,1,309,309.1,darmstadt
8.6646684,49.8676652,4,1,309,309.1,darmstadt
8.6643974,49.8676454,5,1,309,309.1,darmstadt
8.6641534,49.8676237,6,1,309,309.1,darmstadt
8.6651874,49.8677353,1,1,310,310.1,darmstadt
8.665178,49.8677335,2,1,310,310.1,darmstadt
8.6647247,49.8677128,3,1,310,310.1,darmstadt
8.6644015,49.8676972,4,1,310,310.1,darmstadt
8.6641225,49.8676635,5,1,310,310.1,darmstadt
8.6622933,49.8673558,1,1,311,311.1,darmstadt
8.6626352,49.8674163,2,1,311,311.1,darmstadt
8.6633152,49.8675088,3,1,311,311.1,darmstadt
8.6635982,49.8675503,4,1,311,311.1,darmstadt
8.6593857,49.8669495,1,1,312,312.1,darmstadt
8.6599168,49.8670333,2,1,312,312.1,darmstadt
8.6607389,49.8671423,3,1,312,312.1,darmstadt
8.6615852,49.867259,4,1,312,312.1,darmstadt
8.662013,49.8673143,5,1,312,312.1,darmstadt
8.6625856,49.8673878,6,1,312,312.1,darmstadt
8.6635029,49.8675166,7,1,312,312.1,darmstadt
8.663629,49.8675356,8,1,312,312.1,darmstadt
8.6621618,49.8673229,1,1,313,313.1,darmstadt
8.6625414,49.8673592,2,1,313,313.1,darmstadt
8.6631972,49.8674483,3,1,313,313.1,darmstadt
8.6635928,49.8675045,4,1,313,313.1,darmstadt
8.6636679,49.8675166,5,1,313,313.1,darmstadt
8.6591966,49.8669823,1,1,314,314.1,darmstadt
8.6586522,49.8669028,2,1,314,314.1,darmstadt
8.6580178,49.8668138,3,1,314,314.1,darmstadt
8.6574116,49.8667489,4,1,314,314.1,darmstadt
8.6567304,49.8666625,5,1,314,314.1,darmstadt
8.6564286,49.8666314,6,1,314,314.1,darmstadt
8.6561926,49.8665985,7,1,314,314.1,darmstadt
8.6772707,49.8673195,1,1,315,315.1,darmstadt
8.6777213,49.8673463,2,1,315,315.1,darmstadt
8.6783248,49.8673834,3,1,315,315.1,darmstadt
8.6786011,49.8674076,4,1,315,315.1,darmstadt
8.6796284,49.8667567,1,1,316,316.1,darmstadt
8.6794527,49.8669244,2,1,316,316.1,darmstadt
8.6793052,49.8671016,3,1,316,316.1,darmstadt
8.6791617,49.8672979,4,1,316,316.1,darmstadt
8.680189,49.8676134,1,1,317,317.1,darmstadt
8.6797276,49.8675494,2,1,317,317.1,darmstadt
8.6794406,49.8675252,3,1,317,317.1,darmstadt
8.679218,49.8675079,4,1,317,317.1,darmstadt
8.6782229,49.8681424,1,1,318,318.1,darmstadt
8.6783624,49.8680525,2,1,318,318.1,darmstadt
8.6785005,49.8679064,3,1,318,318.1,darmstadt
8.6787325,49.8676471,4,1,318,318.1,darmstadt
8.661097,49.8692687,1,1,319,319.1,darmstadt
8.6613035,49.8692739,2,1,319,319.1,darmstadt
8.6615422,49.8692722,3,1,319,319.1,darmstadt
8.6616844,49.8692704,4,1,319,319.1,darmstadt
8.6618024,49.8692644,5,1,319,319.1,darmstadt
8.6618909,49.8692523,6,1,319,319.1,darmstadt
8.6588117,49.8693525,1,1,320,320.1,darmstadt
8.6581251,49.869356,2,1,320,320.1,darmstadt
8.6575511,49.8693681,3,1,320,320.1,darmstadt
8.6572078,49.8693802,4,1,320,320.1,darmstadt
8.6570361,49.869394,5,1,320,320.1,darmstadt
8.6569047,49.8694338,6,1,320,320.1,darmstadt
8.6568393,49.8694802,7,1,320,320.1,darmstadt
8.6567464,49.8695583,8,1,320,320.1,darmstadt
8.657193,49.8720571,1,1,321,321.1,darmstadt
8.6571702,49.8722386,2,1,321,321.1,darmstadt
8.6571085,49.8724374,3,1,321,321.1,darmstadt
8.6569999,49.8726604,4,1,321,321.1,darmstadt
8.6568926,49.8728221,5,1,321,321.1,darmstadt
8.6568162,49.8729258,6,1,321,321.1,darmstadt
8.6567572,49.872988,7,1,321,321.1,darmstadt
8.6623067,49.8704036,1,1,322,322.1,darmstadt
8.6622892,49.8700527,2,1,322,322.1,darmstadt
8.6622705,49.8697968,3,1,322,322.1,darmstadt
8.6622731,49.8697268,4,1,322,322.1,darmstadt
8.6622302,49.869452,5,1,322,322.1,darmstadt
8.6625467,49.8720191,1,1,323,323.1,darmstadt
8.6625521,49.8723043,2,1,323,323.1,darmstadt
8.6625548,49.8724582,3,1,323,323.1,darmstadt
8.6625735,49.8726578,4,1,323,323.1,darmstadt
8.662595,49.8720243,1,1,324,324.1,darmstadt
8.6625937,49.8720364,2,1,324,324.1,darmstadt
8.6626339,49.8722222,3,1,324,324.1,darmstadt
8.6626621,49.8723813,4,1,324,324.1,darmstadt
8.6626875,49.8725783,5,1,324,324.1,darmstadt
8.6626929,49.8726397,6,1,324,324.1,darmstadt
8.6568403,49.8746846,1,1,325,325.1,darmstadt
8.65665,49.874641,2,1,325,325.1,darmstadt
8.6564219,49.8746086,3,1,325,325.1,darmstadt
8.6561805,49.874574,4,1,325,325.1,darmstadt
8.6610608,49.8759733,1,1,326,326.1,darmstadt
8.6611359,49.8760295,2,1,326,326.1,darmstadt
8.6614913,49.8762101,3,1,326,326.1,darmstadt
8.6615691,49.8762879,1,1,327,327.1,darmstadt
8.6611506,49.8760753,2,1,327,327.1,darmstadt
8.6607188,49.8758523,3,1,327,327.1,darmstadt
8.6600831,49.8755947,4,1,327,327.1,darmstadt
8.6596593,49.8753873,5,1,327,327.1,darmstadt
8.6590022,49.8751989,6,1,327,327.1,darmstadt
8.6570683,49.8747581,7,1,327,327.1,darmstadt
8.6565694,49.8746682,8,1,327,327.1,darmstadt
8.6561671,49.8746043,9,1,327,327.1,darmstadt
8.6614859,49.8769672,1,1,328,328.1,darmstadt
8.661494,49.8768254,2,1,328,328.1,darmstadt
8.6615556,49.8765696,3,1,328,328.1,darmstadt
8.6615798,49.8764642,4,1,328,328.1,darmstadt
8.6626191,49.8768108,1,1,329,329.1,darmstadt
8.6624743,49.8767114,2,1,329,329.1,darmstadt
8.6621672,49.8765437,3,1,329,329.1,darmstadt
8.661962,49.8764417,4,1,329,329.1,darmstadt
8.6693327,49.8789445,1,1,330,330.1,darmstadt
8.6695218,49.8790318,2,1,330,330.1,darmstadt
8.6697525,49.8790984,3,1,330,330.1,darmstadt
8.6697833,49.8791105,4,1,330,330.1,darmstadt
8.6695728,49.8796437,1,1,331,331.1,darmstadt
8.6697002,49.8795331,2,1,331,331.1,darmstadt
8.6698343,49.8793922,3,1,331,331.1,darmstadt
8.6699148,49.8793015,4,1,331,331.1,darmstadt
8.670761,49.8794276,1,1,332,332.1,darmstadt
8.6705397,49.8793732,2,1,332,332.1,darmstadt
8.6702742,49.8792833,3,1,332,332.1,darmstadt
8.6701763,49.8792513,4,1,332,332.1,darmstadt
8.670706,49.8781348,1,1,333,333.1,darmstadt
8.6704968,49.878439,2,1,333,333.1,darmstadt
8.6703224,49.8786887,3,1,333,333.1,darmstadt
8.670183,49.8788927,4,1,333,333.1,darmstadt
8.6700985,49.8790111,5,1,333,333.1,darmstadt
8.6699912,49.8790638,1,1,334,334.1,darmstadt
8.670423,49.8784761,2,1,334,334.1,darmstadt
8.6707449,49.8780388,3,1,334,334.1,darmstadt
8.6707664,49.8779611,4,1,334,334.1,darmstadt
8.6707047,49.8775635,5,1,334,334.1,darmstadt
8.670643,49.8769741,6,1,334,334.1,darmstadt
8.6706537,49.8766509,7,1,334,334.1,darmstadt
8.6706832,49.8763155,8,1,334,334.1,darmstadt
8.6707932,49.8757762,9,1,334,334.1,darmstadt
8.6707449,49.8756345,10,1,334,334.1,darmstadt
8.6706001,49.8755256,11,1,334,334.1,darmstadt
8.6705652,49.8753839,12,1,334,334.1,darmstadt
8.6705947,49.8751194,13,1,334,334.1,darmstadt
8.6706135,49.8748307,14,1,334,334.1,darmstadt
8.6707757,49.8746172,1,1,335,335.1,darmstadt
8.6715227,49.8746362,2,1,335,335.1,darmstadt
8.6720847,49.8746509,3,1,335,335.1,darmstadt
8.6726278,49.8746579,4,1,335,335.1,darmstadt
8.6728893,49.8746553,5,1,335,335.1,darmstadt
8.6730167,49.874638,6,1,335,335.1,darmstadt
8.6730583,49.8746267,7,1,335,335.1,darmstadt
8.669491,49.8742629,1,1,336,336.1,darmstadt
8.6695366,49.8742905,2,1,336,336.1,darmstadt
8.6697042,49.8743839,3,1,336,336.1,darmstadt
8.6700408,49.8745049,4,1,336,336.1,darmstadt
8.6702755,49.8745688,5,1,336,336.1,darmstadt
8.6704552,49.8746008,6,1,336,336.1,darmstadt
8.6704686,49.8746362,1,1,337,337.1,darmstadt
8.6701092,49.8745645,2,1,337,337.1,darmstadt
8.6697619,49.874447,3,1,337,337.1,darmstadt
8.6693703,49.8742879,4,1,337,337.1,darmstadt
8.6691235,49.8741488,5,1,337,337.1,darmstadt
8.6688043,49.8739327,6,1,337,337.1,darmstadt
8.6684918,49.873784,7,1,337,337.1,darmstadt
8.6681217,49.8736639,8,1,337,337.1,darmstadt
8.6678092,49.8736025,9,1,337,337.1,darmstadt
8.6674592,49.8735317,10,1,337,337.1,darmstadt
8.6638194,49.8729664,1,1,338,338.1,darmstadt
8.663574,49.8729751,2,1,338,338.1,darmstadt
8.6633487,49.8729751,3,1,338,338.1,darmstadt
8.6630979,49.8729811,4,1,338,338.1,darmstadt
8.6629316,49.8729846,5,1,338,338.1,darmstadt
8.6653805,49.873179,1,1,339,339.1,darmstadt
8.6653684,49.8731782,2,1,339,339.1,darmstadt
8.6649929,49.8731133,3,1,339,339.1,darmstadt
8.664435,49.8730191,4,1,339,339.1,darmstadt
8.6639348,49.8729457,5,1,339,339.1,darmstadt
8.663692,49.872918,6,1,339,339.1,darmstadt
8.6634345,49.8729163,7,1,339,339.1,darmstadt
8.6632535,49.8729154,8,1,339,339.1,darmstadt
8.6629048,49.8729232,9,1,339,339.1,darmstadt
8.6613679,49.872905,1,1,340,340.1,darmstadt
8.6615798,49.8728981,2,1,340,340.1,darmstadt
8.6617085,49.8728843,3,1,340,340.1,darmstadt
8.6619566,49.8728584,4,1,340,340.1,darmstadt
8.6622275,49.8728359,5,1,340,340.1,darmstadt
8.6621793,49.8758315,1,1,341,341.1,darmstadt
8.6621471,49.8758644,2,1,341,341.1,darmstadt
8.6620586,49.8759465,3,1,341,341.1,darmstadt
8.6619727,49.8760372,4,1,341,341.1,darmstadt
8.6618587,49.8761418,5,1,341,341.1,darmstadt
8.6626983,49.8738834,1,1,342,342.1,darmstadt
8.6626366,49.8734755,2,1,342,342.1,darmstadt
8.6626017,49.8733251,3,1,342,342.1,darmstadt
8.6625588,49.873135,4,1,342,342.1,darmstadt
8.6346236,49.8595892,1,1,343,343.1,darmstadt
8.6347926,49.8592952,2,1,343,343.1,darmstadt
8.634873,49.8591586,3,1,343,343.1,darmstadt
